Compound,CAS,Frequency_Factor
2-Naphthalenethiol,91-60-1,0.000398962696987832
"6-Phenyl-1,3,5-triazine-2,4-diamine",91-76-9,0.000151034586920405
Didemethylfenflumizole,91401-22-8,0.00208872090710165
"1H,1H,1H,2H-Perfluoro-2-heptanol",914637-05-1,0.000612369871402327
"1,1,1-Trichloropropanone",918-00-3,0.00833333333333333
4-Biphenylamine,92-67-1,9.80776775205963e-05
Phenothiazine,92-84-2,0.134170653907496
C.I. Azoic Diazo Component 112,92-87-5,0.000503676840938854
trans-Hex-3-en-1-ol,928-97-2,0.0159398496240602
"N,N-Diethyl-p-phenylenediamine",93-05-0,0.00110697393579551
(+/-)-alpha-Methylbenzyl acetate,93-92-5,9.97207818109294e-05
"1,1'-(1,2-Dichloroethene-1,2-diyl)bis(4-chlorobenzene)",93040-25-6,0.129253761486418
Propylparaben,94-13-3,0.00725501888292586
2-Ethoxyaniline,94-70-2,0.102428827393988
2-Ethoxy-5-(1-propenyl)phenol,94-86-0,0.122794564996958
4-Methoxy-(2E)-cinnamic acid,943-89-5,0.00840751730959446
"5-(2-Chloroethyl)-2,3-dihydro-1-benzofuran",943034-50-2,0.0104501607717042
Benzothiazole,95-16-9,0.846654647435897
"Benzoxazole, 2-methyl-",95-21-6,0.0365196567551387
"1,2,4-Trimethylbenzene",95-63-6,0.00573349149861605
Methylhydroquinone,95-71-6,0.0177043962601949
2-Amino-4-chlorophenol,95-85-2,0.016
"Thiophene, 2-chloro-",96-43-5,0.00100553041729512
Diazoxon,962-58-3,0.746802815505106
6-methyl-2-(phenylethynyl)pyridine,96206-92-7,0.0583004950995251
"Ethyl 2,6-dichloro-5-fluoro-ß-oxo-3-pyridinepropionate",96568-04-6,0.00226936359151455
"1,5-Dibromo-3-(2,4-dibromophenoxy)-2-methoxybenzene",96920-28-4,0.00233171127331711
Eugenol,97-53-0,0.417509766603225
Ethyl methacrylate,97-63-2,0.000199183348272084
Tetramethylthiuram monosulfide,97-74-5,0.0053100891694219
3-(Trifluoromethyl)aniline,98-16-8,0.0045271629778672
4-Chlorophenyl methyl sulfone,98-57-7,0.997918112421929
"2,2-Dichloro-1-(3-methyl-2,3-dihydro-4H-1,4-benzoxazin-4-yl)ethanone",98730-04-2,9.96909580301067e-05
4-Methoxymethylcyclohexanemethanol,98955-27-2,0.00576223210675293
3-Dimethylaminophenol,99-07-0,0.145647236941711
Dimethyl 5-aminoisophthalate,99-27-4,0.000601383181317029
dl-Carvone,99-49-0,0.000198826921165126
"1,3-Dinitrobenzene",99-65-0,0.00937311026002822
"N,N-Dimethyl-p-phenylenediamine",99-98-9,0.000689451393676746
