Name,CAS,Conc,Effecti,AC10µM,pi,Endpoint(s)
3-Methyl-2-nitrophenol,4920-77-8,7.83E-05,1.15E-06,680.682332,1.17E-07,Baseline
6-Methylanthranilic acid,4389-50-8,0.003760687,4.64E-06,8098.796141,5.59E-06,Baseline
6-Methylsalicylic acid,567-61-3,0.000235043,1.65E-06,1428.682807,3.50E-07,Baseline
"1-tert-Butyl-3,4,5-trimethyl-2,6-dinitrobenzene",145-39-1,0.0166097,0.006870065,24.17691926,2.47E-05,Baseline
"2,3-Dimethylbenzoic acid",603-79-2,0.000156695,1.84E-06,852.8283048,2.33E-07,Baseline
Duroquinone,527-17-3,0.000235043,9.77E-06,240.4878977,3.50E-07,Baseline
"2,3-Dimethyl-2,5-cyclohexadiene-1,4 dione",526-86-3,0.006189464,3.73E-05,1657.461975,9.20E-06,Baseline
Monobromobimane,71418-44-5,7.83E-05,7.86E-07,996.9565037,1.17E-07,Baseline
"2,5-Furandione, 3,4-dimethyl-",766-39-2,0.015982919,2.69E-05,5935.938023,2.38E-05,Baseline
"2,3,4-Trimethylbenzoic acid",1076-47-7,0,0,403.3916208,0,Baseline
"2,3,4-Trimethylpyridine",2233-29-6,0.000626781,1.18E-05,530.1426757,9.32E-07,Baseline
"2-Chloro-3,4-dimethylphenol",10283-15-5,0,0,158.292569,0,Baseline
"2-Amino-3,4-dimethylbenzaldehyde",92051-49-5,0.000470086,1.08E-05,435.8113859,6.99E-07,Baseline
"2-Amino-3,4-dimethylpyridine",823-39-2,0.099031421,0.000531875,1861.92928,0.00014727,Baseline
Durohydroquinone,527-18-4,0,0,298.5707371,0,Baseline
"Carbamic acid, 2,3-xylyl ester",110047-12-6,0.000235043,3.73E-06,629.9451482,3.50E-07,Baseline
Xibenolol,30187-90-7,0,0,473.6141884,0,Baseline
"3,4-Dimethylbenzaldehyde",5973-71-7,0,0,265.7789443,0,Baseline
"3,4-Dimethylphenol",95-65-8,0,0,336.1604655,0,Baseline
o-Xylene,95-47-6,0.001723648,0.000162163,106.2913103,2.56E-06,Baseline
"2,3-Dimethyl-1H-pyrrole",600-28-2,0.004230773,3.82E-05,1108.539277,6.29E-06,Baseline
"Furan, dimethyl-",28802-49-5,0.000626781,1.60E-05,391.1265916,9.32E-07,Baseline
"2,3-Dimethylindole-4,7-dione",62676-76-0,0.001096867,4.42E-06,2482.91624,1.63E-06,Baseline
"5,6-Dimethyl-2,3-pyrazinedicarbonitrile",40227-17-6,0.000626781,1.18E-06,5326.162207,9.32E-07,Baseline
"2,3-Dimethylpyridine",583-61-9,0.001958691,1.57E-05,1245.313911,2.91E-06,Baseline
"Pyrazine, 2,3-dimethyl-",5910-89-4,0.131937431,0.000186373,7079.230675,0.000196204,Baseline
"4,5-Dimethyl-1H-imidazole",2302-39-8,0.005170944,1.66E-06,31219.77439,7.69E-06,Baseline
"4,5-Dimethylthiazole",3581-91-7,0.003603992,1.83E-05,1966.035363,5.36E-06,Baseline
Dimethipin,55290-64-7,0.011752146,1.04E-06,112606.5081,1.75E-05,Baseline
3-Nitro-p-toluic acid,96-98-0,0.000235043,1.04E-06,2251.414448,3.50E-07,Baseline
"1,1'-sulfonylbis(4-methyl-3-nitrobenzene)",1235-89-8,0.007599721,0.000706296,107.5997274,1.13E-05,Baseline
"2,4,6-Trinitrotoluene",118-96-7,0.082813459,0.000760457,1088.995555,0.000123152,Baseline
Zoalene,148-01-6,0.01762822,2.91E-05,6066.970229,2.62E-05,Baseline
"2-Amino-4,6-dinitrotoluene",35572-78-2,0.026873242,0.000588363,456.7458334,4.00E-05,Baseline
"4-Amino-2,6-dinitrotoluene",19406-51-0,0.02624646,0.00057464,456.7458334,3.90E-05,Baseline
"1,1,3,3,5-Pentamethyl-4,6-dinitro-2,3-dihydro-1H-indene",116-66-5,0.016531353,0.010948459,15.09925008,2.46E-05,Baseline
3-Methyl-4-nitrobenzoic acid,3113-71-1,0.000156695,7.97E-07,1966.408645,2.33E-07,Baseline
4-Nitro-3-methylphenol,2581-34-2,0.000235043,2.19E-06,1074.402506,3.50E-07,Baseline
"Benzoyl chloride, 2-methyl-",933-88-0,0,0,227.3008163,0,Baseline
1-Isocyanato-2-methylbenzene,614-68-6,0.000156695,8.48E-06,184.8447391,2.33E-07,Baseline
o-Toluenesulfonamide,88-19-7,0.014024228,2.87E-05,4888.282342,2.09E-05,Baseline
2-Methyl-3-nitrobenzoic acid,1975-50-4,0.000235043,1.04E-06,2251.414448,3.50E-07,Baseline
3-methylpyridine-4-carboxamide,251101-36-7,0.005719378,2.13E-06,26811.74248,8.51E-06,Baseline
4-Methylnicotinic acid,3222-50-2,0.00963676,7.84E-07,122850.1769,1.43E-05,Baseline
5-Methyl-4-isoxazolesulfonyl chloride,321309-26-6,0.102086979,5.27E-05,19369.00447,0.000151813,Baseline
"5-Methyl-3-phenyl-1,2-oxazole-4-carbaldehyde",87967-95-1,7.83E-05,3.35E-07,2340.706213,1.17E-07,Baseline
2-Tolualdehyde,529-20-4,0,0,535.3732405,0,Baseline
Clomethiazole,533-45-9,7.83E-05,5.80E-07,1351.924079,1.17E-07,Baseline
Amthamine,142437-67-0,0.001096867,1.96E-08,560857.7876,1.63E-06,Baseline
Thiamine thiozole,137-00-8,0.025698027,2.83E-05,9069.418498,3.82E-05,Baseline
2-Chlorotoluene,95-49-8,0,0,103.7310707,0,Baseline
3-chloro-2-methylpyridine,72093-03-9,7.83E-05,1.31E-06,599.696925,1.17E-07,Baseline
Metrifudil,23707-33-7,0,0,1303.499225,0,Baseline
"(5-Methyl-3-phenyl-1,2-oxazol-4-yl)methanol",18718-79-1,0.000705129,4.94E-06,1428.42237,1.05E-06,Baseline
Pentoxyl,147-61-5,0.052571269,1.20E-06,439669.1645,7.82E-05,Baseline
"(3,5-Dimethyl-4-isoxazolyl)methanol",19788-36-4,0.00665955,4.60E-06,14473.70922,9.90E-06,Baseline
2-Methylbenzyl alcohol,89-95-2,0.001566953,1.02E-05,1538.14104,2.33E-06,Baseline
3-Fluoro-4-methylquinolin-2(1H)-one,198831-76-4,0.031652448,0.000270307,1170.980141,4.71E-05,Baseline
4-Fluoro-3-methylbenzoic acid,403-15-6,0.000235043,1.68E-06,1402.647417,3.50E-07,Baseline
"5-Iodo-6-methylpyrimidine-2,4-diamine",189810-94-4,0.000156695,8.64E-07,1813.989403,2.33E-07,Baseline
"2,4-dimethylbenzene-1,3-diamine",13438-26-1,0.246481686,0.000257315,9578.984327,0.000366543,Baseline
"2,3-Diaminotoluene",2687-25-4,0.06017099,5.03E-05,11973.37538,8.95E-05,Baseline
"6-Methylpyrimidine-4,5-diamine",22715-28-2,0.000705129,4.04E-07,17473.90204,1.05E-06,Baseline
5-Nitro-o-toluidine,99-55-8,0.000235043,2.80E-06,838.173758,3.50E-07,Baseline
3-Amino-4-methylbenzamide,19406-86-1,0.024522812,3.87E-05,6338.767436,3.65E-05,Baseline
Toluene-4-isocyanate-2-amine,99626-88-7,0.000156695,2.53E-06,619.6723396,2.33E-07,Baseline
"2,4-Diaminotoluene",95-80-7,0.340655553,0.000116534,29232.18964,0.000506589,Baseline
"4-(1,3-benzothiazol-2-yl)-2-methylaniline",178804-04-1,0.028126804,0.005878495,47.84694754,4.18E-05,Baseline
"2-Methyl-1,4-benzenediamine",95-70-5,0.123397538,1.47E-05,84216.97157,0.000183504,Baseline
"4-Amino-2,3-xylenol",3096-69-3,0.001410258,1.54E-06,9150.265886,2.10E-06,Baseline
2-Methylaniline,95-53-4,1.172080742,0.006434536,1821.546728,0.001743,Baseline
2-Methyl-3-nitroaniline,603-83-8,0,0,838.173758,0,Baseline
3-(Trifluoromethyl)-o-toluidine,54396-44-0,1.585756299,0.089331798,177.5130839,0.002358177,Baseline
3-Chloro-2-methylaniline,87-60-5,0,0,409.5964725,0,Baseline
"2,5-Dimethyl-3,6-diaziridinyl-1,4-benzoquinone",18735-47-2,0.000626781,6.16E-07,10172.45833,9.32E-07,Baseline
2-Chloro-N-(2-chloro-4-methylpyridin-3-yl)pyridine-3-carboxamide,133627-46-0,0,0,571.1013446,0,Baseline
3-methyl-1H-pyrrole-2-carboxylic Acid,90724-57-5,0.004074077,2.16E-06,18902.97727,6.06E-06,Baseline
"Formamide, N-(4-chloro-2-methylphenyl)-",21787-81-5,0,0,289.951329,0,Baseline
"Formamide, N-(2-methylphenyl)-",94-69-9,0.000313391,2.54E-06,1234.495863,4.66E-07,Baseline
4-METHYLPYRAZOLE-3-CARBOXYLIC ACID,82231-51-4,0.00564103,1.54E-07,365845.5429,8.39E-06,Baseline
2-Hydroxy-3-methylbenzoic acid,83-40-9,0.001253562,8.77E-06,1428.682807,1.86E-06,Baseline
CP 41,95215-51-3,0.006737897,9.33E-08,722256.485,1.00E-05,Baseline
1-(Ethan-1-ol)-2-methyl-3-hydroxypyridin-4-one,30652-21-2,0.006267811,6.54E-08,957917.2196,9.32E-06,Baseline
Maltol,118-71-8,0.012143885,2.84E-06,42755.50807,1.81E-05,Baseline
4-Hydroxy-5-methyl-3-furanone,19322-27-1,0.003212253,5.01E-07,64133.45736,4.78E-06,Baseline
"2,3,5-Trimethylhydroquinone",700-13-0,0.000705129,1.16E-05,609.590916,1.05E-06,Baseline
6-Fluoropyridoxal,42242-42-2,0.032827663,5.38E-05,6098.36352,4.88E-05,Baseline
Pyridoxine,65-23-6,0.203233786,3.58E-06,568277.9312,0.000302229,Baseline
"3-Methyl-1,2-benzenediol",488-17-5,0.000861824,4.22E-06,2043.081705,1.28E-06,Baseline
5-Amino-2-methylphenol,2835-95-2,0.000156695,2.53E-07,6201.218004,2.33E-07,Baseline
4-Chloro-2-methylphenol,1570-64-5,0.001723648,0.000101908,169.1369145,2.56E-06,Baseline
Versicolin,4389-44-0,0.000391738,3.40E-07,11529.68033,5.83E-07,Baseline
o-Cresol,95-48-7,0.010106846,0.000185768,544.0586661,1.50E-05,Baseline
Lansoprazole sulfone,131926-99-3,0.009480065,0.000669993,141.4950702,1.41E-05,Baseline
MCPB,94-81-5,0.008618241,0.000227151,379.4050203,1.28E-05,Baseline
2-Methyl-3-furanthiol,28588-74-1,0,0,1508.436771,0,Baseline
"5-Thiazolecarboxylic acid, 4-methyl-",20485-41-0,0.011673799,8.71E-07,134070.9266,1.74E-05,Baseline
Oltipraz,64224-21-1,0,0,331.1733485,0,Baseline
4-Methylindole,16096-32-5,0.000156695,6.24E-06,250.9667898,2.33E-07,Baseline
4-methyl-2-benzofuran-1(3H)-one,2211-83-8,0.001096867,6.62E-06,1657.461975,1.63E-06,Baseline
"4-Methyl-1,3-benzothiazol-2(3H)-one",73443-84-2,0,0,1192.869987,0,Baseline
2-Mercapto-4-methyl-1H-benzimidazole,27231-33-0,7.83E-05,1.51E-06,518.4756847,1.17E-07,Baseline
"6-Methyl-1,7-dihydro-2H-purine-2-thione",1196-42-5,0.033689487,5.98E-06,56311.23134,5.01E-05,Baseline
"2H-1-Benzopyran-2-one, 8-methyl- (9CI)",1807-36-9,0,0,809.9905198,0,Baseline
Oxymetazoline,1491-59-4,0.000235043,9.91E-06,237.1423001,3.50E-07,Baseline
Picobenzide,51832-87-2,0,0,378.0832653,0,Baseline
"3,5-dimethylbenzamide",5692-35-3,0.005484335,4.86E-05,1128.481644,8.16E-06,Baseline
"Benzoic acid, 3,5-dimethyl-",499-06-9,0.000156695,1.84E-06,852.8283048,2.33E-07,Baseline
"Benzoyl chloride, 3-methyl-",1711-06-4,0,0,227.3008163,0,Baseline
m-Toluamide,618-47-3,0.011595451,2.64E-05,4396.230239,1.72E-05,Baseline
5-Methylnicotinamide,70-57-5,0.007599721,4.33E-06,17560.17043,1.13E-05,Baseline
"3-Thiophenecarboxylic acid, 5-methyl-",19156-50-4,0.022720817,5.28E-05,4305.47878,3.38E-05,Baseline
5-Methylpyrazole-3-carboxylic acid,402-61-9,0.003133906,8.57E-08,365845.5429,4.66E-06,Baseline
"4-Methyl-1,2-benzoquinone",3131-54-2,0.004857554,1.14E-06,42778.34158,7.22E-06,Baseline
"4H-Pyran-4-one, 5-hydroxy-2-methyl-",644-46-2,0.002820515,9.13E-07,30886.80281,4.19E-06,Baseline
2-Methyl-p-benzoquinone,553-97-9,0.006816245,1.25E-05,5442.326,1.01E-05,Baseline
2-METHYL-4H-PYRAN-4-ONE,5848-33-9,0.004700859,2.09E-06,22477.1475,6.99E-06,Baseline
"1,4-Naphthalenedione, 5-hydroxy-2-methyl-",481-42-5,0,0,313.8645133,0,Baseline
DL-Verbenone,80-57-9,0.000705129,1.07E-05,661.9527878,1.05E-06,Baseline
"2,6,6-Trimethyl-2-cyclohexene-1,4-dione",1125-21-9,7.83E-05,1.16E-07,6772.124251,1.17E-07,Baseline
3-Methyl-2-cyclohexen-1-one,1193-18-6,7.83E-05,2.11E-07,3719.561859,1.17E-07,Baseline
N-Demethylantipyrine,19735-89-8,0.000391738,9.26E-07,4230.744734,5.83E-07,Baseline
6-Methyluracil,626-48-2,0.014415966,2.41E-06,59705.78763,2.14E-05,Baseline
Hymexazol,10004-44-1,0.001958691,1.96E-07,100103.9232,2.91E-06,Baseline
"2,5-Furandione, 3-methyl-",616-02-4,0.022642469,9.58E-06,23631.54196,3.37E-05,Baseline
"2H-1-Benzopyran-2-one, 7-amino-4-methyl-",26093-31-2,7.83E-05,2.53E-07,3093.621073,1.17E-07,Baseline
"2H-1-Benzopyran-2-one, 4-methyl- (9CI)",607-71-6,0,0,326.271828,0,Baseline
5-Methylsalicylic acid,89-56-5,0.000470086,3.29E-06,1428.682807,6.99E-07,Baseline
"1,2,4-Trimethylbenzene",95-63-6,7.83E-05,1.11E-05,70.51589337,1.17E-07,Baseline
"Benzoic acid, 2,4-dimethyl-",611-01-8,7.83E-05,9.19E-07,852.8283048,1.17E-07,Baseline
"2,4,6-Trimethylbenzaldehyde",487-68-3,0,0,141.8954622,0,Baseline
Duryl aldehyde,5779-72-6,7.83E-05,5.52E-06,141.8954622,1.17E-07,Baseline
"2,4-Dimethylaniline",95-68-1,7.83E-05,9.84E-07,796.3048972,1.17E-07,Baseline
"2,4,5-Trimethylaniline",137-17-7,7.83E-05,2.07E-06,379.3477279,1.17E-07,Baseline
SIMes,173035-11-5,0.017706567,0.000550746,321.501556,2.63E-05,Baseline
"1,3,5-Trimethylbenzene",108-67-8,0,0,70.51589337,0,Baseline
m-Xylene,108-38-3,0.000861824,8.11E-05,106.2913103,1.28E-06,Baseline
"2,4-Dimethyl-1H-pyrrole",625-82-1,0.00564103,5.09E-05,1108.539277,8.39E-06,Baseline
"4,6-Dimethylpyrimidin-2-ol",108-79-2,0.000470086,8.75E-09,537510.3229,6.99E-07,Baseline
"2,4,6-Trimethylpyridine",108-75-8,7.83E-05,9.72E-07,805.948447,1.17E-07,Baseline
"2-Amino-4,6-dimethylpyrimidine",767-15-7,0.039408865,5.09E-05,7740.783466,5.86E-05,Baseline
"Pyrimidine, 4,6-dimethyl-",1558-17-4,0.013084056,1.26E-05,10410.38286,1.95E-05,Baseline
"3,5-Dimethylpyrazole",67-51-6,0.003368949,1.36E-05,2482.91624,5.01E-06,Baseline
"Isoxazole, 3,5-dimethyl-",300-87-8,0.033846182,0.000123437,2741.972888,5.03E-05,Baseline
"4,5-Dimethylbenzene-1,2-dicarbaldehyde",25445-42-5,0.000391738,2.28E-06,1721.011065,5.83E-07,Baseline
m-Chlorotoluene,108-41-8,7.83E-05,7.55E-06,103.7310707,1.17E-07,Baseline
"2,5-Dimethylaniline",95-78-3,7.83E-05,9.84E-07,796.3048972,1.17E-07,Baseline
"2-Amino-4,5-dimethylphenol",6623-41-2,0.000783476,3.99E-06,1966.035363,1.17E-06,Baseline
Vitamin K5,83-70-5,7.83E-05,1.37E-06,571.1013446,1.17E-07,Baseline
"3,5-Dimethylaniline",108-69-0,0,0,796.3048972,0,Baseline
"2-Amino-4,6-dimethylpyridine",5407-87-4,0.000313391,9.36E-07,3348.922421,4.66E-07,Baseline
5-Methyl-3-isoxazolamine,1072-67-9,0.000235043,6.43E-09,365730.9854,3.50E-07,Baseline
4-(4-Amino-3-methylanilino)phenol,6219-89-2,0,0,1257.026958,0,Baseline
"Ethanol, 2-[(3-methylphenyl)amino]-",102-41-0,0.000705129,3.07E-06,2295.351201,1.05E-06,Baseline
"2,5-Dimethylphenol",95-87-4,0,0,336.1604655,0,Baseline
6-Nitro-m-cresol,700-38-9,0,0,680.682332,0,Baseline
Funiculosin (anthraquinone),476-56-2,0.045911719,0.036798725,12.47644274,6.83E-05,Baseline
"3,5-Dimethylphenol",108-68-9,0,0,336.1604655,0,Baseline
"3,5-Dimethyl-4-aminophenol",3096-70-6,0.001175215,1.28E-06,9150.265886,1.75E-06,Baseline
"1,4-Benzenediol, 2,6-dimethyl-",654-42-2,0.000156695,1.16E-06,1351.924079,2.33E-07,Baseline
3-chloro-5-methylphenol,58291-77-3,0.31581935,0.017843758,176.9915049,0.000469655,Baseline
"1,3-Benzenediol, 5-methyl-",504-15-4,0.000861824,3.31E-06,2603.091964,1.28E-06,Baseline
4-Amino-m-cresol,2835-99-6,0.000156695,5.64E-08,27776.09493,2.33E-07,Baseline
6-Methyl-4(1H)-pyrimidinone,3524-87-6,0.005092597,1.72E-07,295250.7689,7.57E-06,Baseline
Verbenol,473-67-6,0,0,129.7331664,0,Baseline
Tolimidone,41964-07-2,7.83E-05,2.32E-07,3382.795886,1.17E-07,Baseline
Metaxalone,1665-48-1,0,0,397.1742185,0,Baseline
"1,2-Benzenedithiol, 4-methyl-",496-74-2,7.83E-05,2.20E-06,356.4216953,1.17E-07,Baseline
"6,6'-Di-tert-butyl-2,2'-thiodi-p-cresol",90-66-4,0.032044186,0.057183852,5.60371245,4.77E-05,Baseline
Arglabin,84692-91-1,0.000470086,4.80E-06,979.6274045,6.99E-07,Baseline
p-Xylene,106-42-3,0.002820515,0.000265357,106.2913103,4.19E-06,Baseline
"2,5-Dimethylpyrrole",625-84-3,0.01096867,9.89E-05,1108.539277,1.63E-05,Baseline
"2,5-Dimethylfuran",625-86-5,7.83E-05,2.00E-06,391.1265916,1.17E-07,Baseline
4-Nitrotoluene,99-99-0,0,0,331.1733485,0,Baseline
(R)-(+)-Methyl p-tolyl sulfoxide,1519-39-7,0.001018519,4.99E-06,2043.081705,1.51E-06,Baseline
p-Cymen-8-ol,1197-01-9,0,0,367.9770962,0,Baseline
p-Toluoyl chloride,874-60-2,0,0,233.785688,0,Baseline
4-Methylthiobenzamide,2362-62-1,0.000313391,4.58E-06,684.3248055,4.66E-07,Baseline
4-Methylbenzoic acid,99-94-5,0.000156695,7.97E-07,1966.408645,2.33E-07,Baseline
p-methylthiobenzoic acid,50684-43-0,0.001488605,5.88E-06,2532.948069,2.21E-06,Baseline
4'-Methylbiphenyl-2-carbonitrile,114772-53-1,0,0,63.79906356,0,Baseline
"4-(p-Tolyl)-1H-1,2,3-triazole",5301-96-2,7.83E-05,1.10E-06,712.1866143,1.17E-07,Baseline
p-Tolyl isocyanate,622-58-2,0.000156695,8.48E-06,184.8447391,2.33E-07,Baseline
Triisobutylmethylphosphonium tosylate,344774-05-6,7.83E-05,2.51E-09,312621.2319,1.17E-07,Baseline
3-(4-Tolylsulfonyl)acrylonitrile,1424-48-2,0.000156695,6.83E-07,2295.351201,2.33E-07,Baseline
"Benzenesulfonamide, N,N-dichloro-4-methyl-",473-34-7,0.061267857,0.005694053,107.5997274,9.11E-05,Baseline
N-Cyclohexyl-4-methylbenzenesulfonamide,80-30-8,0.015669529,0.001286495,121.8001146,2.33E-05,Baseline
N-Chloro-4-methylbenzenesulfonamide,144-86-5,0.065420282,0.000179518,3644.214376,9.73E-05,Baseline
[Hydroxy(tosyloxy)iodo]benzene,27126-76-7,0.007286331,0.00040498,179.9182912,1.08E-05,Baseline
2-fluoroethyl 4-methylbenzenesulfonate,383-50-6,0.000705129,6.03E-06,1169.598515,1.05E-06,Baseline
"Benzene, 1-methyl-4-(methylsulfonyl)-",3185-99-7,0.002037039,4.63E-06,4396.230239,3.03E-06,Baseline
p-Toluenesulfonyl chloride,98-59-9,0.161317797,0.004383909,367.9770962,0.000239896,Baseline
"Benzenesulfonyl fluoride, 4-methyl-",455-16-3,7.83E-05,3.80E-06,206.2041963,1.17E-07,Baseline
4-Toluenesulfonamide,70-55-3,0.020213692,3.19E-05,6338.767436,3.01E-05,Baseline
"Toluene 2,4-diisocyanate",584-84-9,0,0,98.82843044,0,Baseline
"Toluene-2,4-dimaleimide",6422-83-9,0.000470086,3.02E-07,15555.11516,6.99E-07,Baseline
4-Methylbenzaldehyde,104-87-0,0.048418844,0.000904394,535.3732405,7.20E-05,Baseline
4-Methylbenzeneacetaldehyde,104-09-6,0.001175215,2.74E-05,429.0806004,1.75E-06,Baseline
"3,4-Dimethyl-benzeneacetaldehyde",68844-97-3,0.000235043,1.08E-05,217.9638458,3.50E-07,Baseline
4-Methylbenzyl chloride,104-82-5,7.83E-05,5.04E-06,155.4321269,1.17E-07,Baseline
p-Methylphenethylamine,3261-62-9,0.014651009,2.58E-05,5684.409392,2.18E-05,Baseline
5-Chloro-2-methylaniline,95-79-4,0,0,409.5964725,0,Baseline
"Benzenemethanamine, 4-methyl-",104-84-7,0.018490044,1.89E-05,9782.603271,2.75E-05,Baseline
"2,4-Thiazolidinedione, 3-[(4-methylphenyl)methyl]-",103986-16-9,0,0,1482.136142,0,Baseline
4-Methylbenzyl alcohol,589-18-4,0,0,1538.14104,0,Baseline
"Benzene, 1-[(ethenyloxy)methyl]-4-methyl-",26437-10-5,0.000156695,6.99E-06,224.1374044,2.33E-07,Baseline
4-Methylaniline,106-49-0,0.002037039,1.12E-05,1821.546728,3.03E-06,Baseline
"3,4-Dimethylaniline",95-64-7,7.83E-05,9.84E-07,796.3048972,1.17E-07,Baseline
6-Amino-3-methylpyridine,1603-41-4,0.000235043,5.00E-07,4699.712591,3.50E-07,Baseline
p-Tolylurea,622-51-5,0.000156695,7.10E-07,2207.568876,2.33E-07,Baseline
"N-(2,4-Dimethylphenyl)formamide",60397-77-5,0,0,823.9448549,0,Baseline
2-Amino-4-methylphenol,95-84-1,0.000235043,4.71E-07,4993.873445,3.50E-07,Baseline
p-Cresol,106-44-5,0.000548434,1.01E-05,544.0586661,8.16E-07,Baseline
5-Methyl-2-furancarboxylic acid,1917-15-3,0.000861824,2.69E-07,32085.47607,1.28E-06,Baseline
"2-Furancarboxaldehyde, 5-methyl-",620-02-0,0.005405987,1.97E-05,2741.972888,8.04E-06,Baseline
5-Methylthiophene-2-carboxylic acid,1918-79-2,0.012143885,3.26E-05,3720.324056,1.81E-05,Baseline
5-Methyl-2-thiophenecarboxaldehyde,13679-70-4,0,0,1567.036215,0,Baseline
3-Methylpyridine-N-oxide,1003-73-2,0.00297721,8.14E-08,365730.9854,4.43E-06,Baseline
"2H-1-Benzopyran-2-one, 7-methyl-",2445-83-2,0,0,809.9905198,0,Baseline
"8-Quinolinol, 2-methyl-",826-81-3,0,0,392.4061986,0,Baseline
5-Methylindole,614-96-0,7.83E-05,3.12E-06,250.9667898,1.17E-07,Baseline
Toloxatone,29218-27-7,0.000391738,3.01E-06,1303.499225,5.83E-07,Baseline
2-Methyl-6-nitrobenzoic acid,13506-76-8,0.000313391,8.25E-07,3798.210645,4.66E-07,Baseline
6-methyl-2-(phenylethynyl)pyridine,96206-92-7,0,0,59.7511552,0,Baseline
6-Methylpyridine-2-carboxylic acid,934-60-1,0.007521374,2.90E-07,259507.6978,1.12E-05,Baseline
6-METHYL-PYRAN-2-ONE,4394-76-7,0.003290601,2.07E-06,15935.07772,4.89E-06,Baseline
3-Methyl-2-nitrobenzoic acid,5437-38-7,0.000313391,8.25E-07,3798.210645,4.66E-07,Baseline
"2,6-Dimethylaniline",87-62-7,0.002115386,2.66E-05,796.3048972,3.15E-06,Baseline
"Acetamide, 2-chloro-N-(2,6-dimethylphenyl)-",1131-01-7,0,0,269.6397034,0,Baseline
Xylazine,7361-61-7,0.000548434,1.93E-06,2838.678569,8.16E-07,Baseline
Jingsongling,25332-05-2,0.001723648,5.74E-06,3003.38322,2.56E-06,Baseline
"2,6-Dimethylphenol",576-26-1,0,0,336.1604655,0,Baseline
"2,6-Dimethylpyridine",108-48-5,0.240527265,0.001840539,1306.830478,0.000357688,Baseline
"2,3-Xylidine",87-59-2,0,0,796.3048972,0,Baseline
"Urea, (3-methylphenyl)-",63-99-0,0.000391738,1.77E-06,2207.568876,5.83E-07,Baseline
Toluene,108-88-3,0.007443026,0.000300831,247.4156627,1.11E-05,Baseline
(1E)-1-(2-Methylphenyl)triaz-1-ene,3693-20-7,0.000626781,1.55E-05,403.3301227,9.32E-07,Baseline
2-Tolunitrile,529-19-1,0,0,518.4756847,0,Baseline
2-Methylbenzamide,527-85-5,0.000783476,2.91E-06,2687.829992,1.17E-06,Baseline
2-Methylphenethyl alcohol,19819-98-8,0,0,852.6832236,0,Baseline
N-o-tolyl-guanidine,37557-40-7,0.008774936,1.84E-06,47601.66748,1.30E-05,Baseline
"1,3-Di-o-tolylguanidine",97-39-2,7.83E-05,1.97E-06,397.2346338,1.17E-07,Baseline
Mephenesin,59-47-2,0,0,3569.109513,0,Baseline
o-Cresyl glycidyl ether,2210-79-9,0,0,707.5653058,0,Baseline
o-Toluenesulfonyl isocyanate,32324-19-9,0.000391738,8.99E-06,435.8113859,5.83E-07,Baseline
Toluene-2-sulphonyl chloride,133-59-5,0.19014973,0.005167434,367.9770962,0.000282771,Baseline
2-Amino-4-methylbenzothiazole,1477-42-5,0,0,362.4399221,0,Baseline
3-Methylpyridine,108-99-6,0.002193734,7.94E-06,2763.349469,3.26E-06,Baseline
2-Methylfuran,534-22-5,0.000313391,3.80E-06,823.9448549,4.66E-07,Baseline
"Thiophene, 2-methyl-",554-14-3,0.000861824,2.41E-05,356.9989556,1.28E-06,Baseline
4-Methylpyridin-2-amine,695-34-1,0.000235043,5.00E-07,4699.712591,3.50E-07,Baseline
4-Methylpyridine,108-89-4,7.83E-05,2.81E-07,2785.110345,1.17E-07,Baseline
"Pyrimidine, 4-methyl-",3438-46-8,1.729132486,0.000644916,26811.74248,0.002571391,Baseline
Nevirapine,129618-40-2,7.83E-05,1.46E-06,535.3732405,1.17E-07,Baseline
Acylfulvene,125392-76-9,0,0,1721.011065,0,Baseline
7-Methyl-4H-1-benzopyran-4-one,5751-51-9,7.83E-05,9.51E-07,823.9448549,1.17E-07,Baseline
4-Methylphthalic anhydride,19438-61-0,0,0,571.1013446,0,Baseline
7-Methyl-3H-phenoxazin-3-one,74683-31-1,0.000235043,3.98E-06,589.9865032,3.50E-07,Baseline
"5,6-Dimethylbenzimidazol-2-ylamine",29096-75-1,0.000626781,3.43E-06,1826.755816,9.32E-07,Baseline
Quinmerac,90717-03-6,0.00133191,1.46E-05,913.8086217,1.98E-06,Baseline
2-Methyl-1H-indol-5-ol,13314-85-7,0.000313391,1.82E-06,1721.011065,4.66E-07,Baseline
5-Methyl-1H-benzotriazole,136-85-6,0.000940172,1.01E-05,933.1107833,1.40E-06,Baseline
"1H-Indole, 2-methyl-",95-20-5,7.83E-05,3.12E-06,250.9667898,1.17E-07,Baseline
6-Methylquinoxaline,6344-72-5,0.000235043,2.48E-06,945.9859863,3.50E-07,Baseline
"7-Methylimidazo(1,2-a)pyridine",874-39-5,0.000705129,7.52E-06,937.4995965,1.05E-06,Baseline
"(1,2)Dithiolo(1,5-b)(1,2)dithiole-7-s(iv), 2,5-dimethyl-",2080-35-5,0.576011873,0.199396906,28.88770362,0.000856587,Baseline
4-Methyl-delta-3-tetrahydrophthalic anhydride,19438-64-3,0.000313391,3.78E-07,8281.858188,4.66E-07,Baseline
alpha-Angelica lactone,591-12-8,0.081638244,0.000143649,5683.187949,0.000121404,Baseline
