Compound,CAS,Frequency_Factor
Methyl 3H-perfluoroisopropyl ether,568550-25-4,0.000299760191846523
Chlorotrianisene,569-57-3,0.867450344548034
Chlordane,57-74-9,0.265558523795389
"1,4-Naphthalenediol",571-60-8,0.000796733393088338
"2,3,4,7,8-Pentachlorodibenzofuran",57117-31-4,0.568434644417958
"1,2,3,7,8-Pentachlorodibenzofuran",57117-41-6,0.504960416875439
Lindane,58-89-9,0.687037219863758
"2,3,4,6-Tetrachlorophenol",58-90-2,0.00446827524575514
3-chloro-5-methylphenol,58291-77-3,0.656605640771895
"1,4-Benzenediol, 2-bromo-",583-69-7,0.000100200400801603
3-Pentanol,584-02-1,0.188907081457225
4-Heptanol,589-55-9,0.0073652165373662
"Cyclohexanol, 4-methyl-",589-91-3,0.0011
Tolazoline,59-98-3,0.0011037527593819
PBB 030,59080-33-0,0.256160063079046
"3,5-Dimethylpyridine",591-22-0,0.000503829101168884
2-Hexanone,591-78-6,0.000696032614099632
"Pyrazine, 2,3-dimethyl-",5910-89-4,0.000101636345157028
"Pentane, 1-fluoro-",592-50-7,0.00282771157341951
"1,1-Diiodoethane",594-02-5,0.307442089699359
"3,5-Dinitrophenyl isocyanate",59776-60-2,0.0586345381526104
Dieldrin,60-57-1,0.0965667359255961
"2,3,4-Trinitrotoluene",602-29-9,0.000498653635185
Pentan-2-ol,6032-29-7,0.834900940564339
"2,2',4,4',5-Pentabromodiphenyl ether",60348-60-9,0.977898332328712
"1,3-Dinitronaphthalene",606-37-1,0.000301446945337621
"1,2,3,4,5,6-Hexachlorocyclohexane",608-73-1,0.00289681350514434
"3,4-Dinitrotoluene",610-39-9,9.93541977148534e-05
(Dinitromethyl)benzene,611-38-1,0.00010112245929821
"1,2,4-Tribromobenzene",615-54-3,0.175078554595444
Di-tert-butyl ether,6163-66-2,0.0138806266111442
3-Thiopheneboronic acid,6165-69-1,0.00156295789782163
"2-(2,2-Dibromoethenyl)-1,1-dimethylcyclopropane",61775-29-9,0.885079238512907
"Piperidine, 1-acetyl-",618-42-8,0.000702740688685875
"3,3-Dimethyl-1-butanol",624-95-3,0.164463141025641
"Ether, isobutyl methyl",625-44-5,0.0619185755726718
"Propane, 2-ethoxy-",625-54-7,0.0827370754812053
Ethyl nitrate,625-58-1,0.00433730078676619
"1,3,5-Tribromobenzene",626-39-1,0.119900497512438
"Piperidine, 1-methyl-",626-67-5,0.000198629456748436
"Propane, 1-(1-methylethoxy)-",627-08-7,0.126698198651504
"Butane, 1-methoxy-",628-28-4,0.0954035540553956
"Ether, methyl pentyl",628-80-8,0.149833518312986
1-Ethoxybutane,628-81-9,0.192043075082261
Ethylene glycol dinitrate,628-96-6,0.628129675810474
N-Octylformamide,6282-06-0,0.00458898643256185
Octanamide,629-01-6,0.0139300533491405
"1,1,1,2-Tetrabromoethane",630-16-0,0.0772996124821538
"Propanal, 2,2-dimethyl-",630-19-3,0.00509185303514377
Thionaphthene-2-carboxylic acid,6314-28-9,0.0365468194389569
"2,2-Dichloropropanol",63151-11-1,0.0001000200040008
Tetramethylurea,632-22-4,0.00161111670526634
"1H-Indole-2,3-dione, 6-bromo-",6326-79-0,0.000302785627775535
"2,5-Cyclohexadien-1-one, 4-(chloroimino)-",637-61-6,0.0445171524885981
Pyrrolizidine,643-20-9,0.0447331878595517
"1-Propanol, 3,3,3-trichloro-",64667-32-9,9.95718410833416e-05
6:2 Fluorotelomer alcohol,647-42-7,0.915129151291513
2-Phenylethynesulfonamide,64984-31-2,0.00405739732805542
Benzoic acid,65-85-0,0.20905086103324
(Chloromethyl)pentafluorobenzene,653-35-0,0.0572538086229214
Naftifine,65472-88-0,0.846700507614213
Naftifine hydrochloride,65473-14-5,0.333631662688942
"2',3,4,4',5-Pentachlorobiphenyl",65510-44-3,0.600361119470358
"2,6-Dichlorobenzenesulfonylchloride",6579-54-0,0.0004000400040004
"2,2-bis(Trifluoromethyl)-2-hydroxyacetic acid",662-22-6,0.719733836527957
Esfenvalerate,66230-04-4,0.928938097634625
"1-(4-Chlorophenyl)-4,4-dimethyl-pentan-3-one",66346-01-8,0.35959074202841
6-Hydroxyflavone,6665-83-4,0.0547696038803557
Tralomethrin,66841-25-6,0.879853043391917
"3H,3H-Perfluoropentane-2,2,4,4-tetraol",66922-83-6,0.0105591311343524
Diketene,674-82-8,0.0124911856552836
Methylphosphonous dichloride,676-83-5,0.000884694780300796
"3,3,3-Trifluoro-1-propene",677-21-4,0.148174017162243
Perfluorosuberic acid,678-45-5,0.17203007518797
"N,O-Bis(trifluoroacetyl)hydroxylamine",684-78-6,0.000203790503362543
N-Methyl-bis(trifluoroacetamide),685-27-8,0.00326474079936684
"1,1,3,3,3-Pentafluoropropene",690-27-7,0.00209518108350793
"2,4,4-Trimethyl-2-pentanol",690-37-9,0.000100877635428226
1-Hexyne,693-02-7,0.00179033220608713
"2,2',3,5-Tetrachlorobiphenyl",70362-46-8,0.343350638977636
"2,3',4',5'-Tetrachlorobiphenyl",70362-48-0,0.395878739845453
1-Pentanol,71-41-0,0.420700668729414
"1,1,1-Trichloroethane",71-55-6,0.80576903882623
"2-(Methanesulfonyl)-1,3-benzothiazole",7144-49-2,0.0102907383354981
"1-(2,2,3,3,3-Pentafluoro-1-oxopropyl)-1H-imidazole",71735-32-5,0.0185705681590042
Endrin,72-20-8,0.0851340536214486
"p,p'-DDD",72-54-8,0.402403605408112
Nortriptyline,72-69-5,0.0302940007945967
[4-(Dimethylamino)phenyl]bis[4-(ethylamino)-3-methylphenyl]methylium acetate,72102-55-7,0.746384089995982
4-Hydroxyfenbendazole,72447-64-4,0.00188342585249802
1-Ethylpyrrolidine,7335-06-0,0.000298448070035814
Methyl bromide,74-83-9,0.20200516180266
"1,1'-Biphenyl, 2,3',4,4',5'-pentabromo-",74114-77-5,0.557127093991373
Bromoform,75-25-2,0.000100090081072966
Dichlorofluoromethane,75-43-4,0.00210801043967075
Iodoform,75-47-8,0.0054716789948323
"2,2,2-Tribromoethanol",75-80-9,0.00713412148389727
"2,2-Dimethylpropanol",75-84-3,0.607139245626454
"Acetaldehyde, trifluoro-",75-90-1,0.0223585278986941
Pentabromoethane,75-95-6,0.00397298371076679
Monocyclohexyl phthalate,7517-36-4,0.0791814946619217
4-Methylpyrazole,7554-65-6,0.0336267431510236
3-Methylbut-3-en-1-ol,763-32-6,0.0118343195266272
"1,3,8-Trichlorodibenzofuran",76621-12-0,0.608930716860232
Begacestat,769169-27-9,0.00648573139093993
3-Ethylpyrrolidine,7699-52-7,0.0045789368903046
3-Methyl-3-pentanol,77-74-7,0.0341057277560437
"3H-Perfluoro-2,2,4,4-tetrahydroxypentane",77953-71-0,0.193769904458599
Dibutyl butylphosphonate,78-46-6,0.878890662410216
Dinitropyrene,78432-19-6,0.326220722508932
"1,1,2,2-Tetrabromoethane",79-27-6,0.028146521608943
2-Methylpropanoyl chloride,79-30-1,0.00187376725838264
"1,1,2,2-Tetrachloroethane",79-34-5,0.043731778425656
Pentabromoacetone,79-49-2,0.656943056943057
Phenaglycodol,79-93-6,0.000100321027287319
"Benzene, 2,2,2-tribromoethoxy-",79080-55-0,0.707805270569302
Caffeine,8/2/1958,0.000103799045048786
"Methylene, phenyl-",8/4/3101,0.000491159135559921
Butyl glycidyl ether,8/6/2426,0.000901171522979874
Methyl benzenesulphonate,80-18-2,0.357552392249901
N-Cyclohexyl-4-methylbenzenesulfonamide,80-30-8,0.00181543116490166
Methyl methacrylate,80-62-6,0.208680142687277
Diafenthiuron,80060-09-9,0.669193934557063
Perfluoro-4-isopropoxybutanoic acid,801212-59-9,0.808425275827483
3-(Perfluorobutyl)propanoic acid,80705-13-1,0.0722399362295735
3-(Perfluorohexyl)propanol,80806-68-4,0.629555265535589
"Aziridine, 1-(2-methyl-1-propenyl)-",80839-93-6,0.000101071356377603
Musk ketone,81-14-1,0.000298983456248754
"2,4,6-Trinitro-1,3-dimethyl-5-tert-butylbenzene",81-15-2,0.000198826921165126
Purpurin,81-54-9,0.00875639512003148
Quinalizarin,81-61-8,0.0980115070152418
"1,4-Dihydroxyanthracene-9,10-dione",81-64-1,0.00967677573822825
"1,1,1,2-Tetrafluoroethane",811-97-2,0.000398049557169868
"1,1'-Biphenyl, 2,2',4,4',5-pentabromo-",81397-99-1,0.52031546371169
Di-tert-butyl ketone,815-24-7,0.00128981049707312
Pent-4-en-1-ol,821-09-0,0.000393623302499508
Trithioacetone,828-26-2,0.164030637620611
"1,5-Dihydroxynaphthalene",83-56-7,0.000507562683991473
3-(Perfluorobutyl)-1-propanol,83310-97-8,0.00388446215139442
Diniconazole,83657-24-3,0.0141523637458597
"1,2,3,4,6-Pentachlorodibenzofuran",83704-47-6,0.487520292207792
"1,2,3,4,7-Pentachlorodibenzofuran",83704-48-7,0.590419643755661
"3',5'-Dichloro-2-hydroxy-2-methylbut-3-enanilide",83792-61-4,0.107327757865392
meso-Hexestrol,84-16-2,0.315488353085411
C.I. Solvent Yellow 14,842-07-9,0.947130220119317
1-Naphthalenesulfonyl chloride,85-46-1,0.0724127526903349
Perfluoro(4-methoxybutanoic) acid,863090-89-5,0.262477268134977
Methyl 2-methylbutyrate,868-57-5,0.000897487036298365
N-Methyl-2-pyrrolidone,872-50-4,0.000497265042267529
N-Vinyl-2-pyrrolidone,88-12-0,0.395207794790217
"2,2'-Methylenebis(ethyl-6-tert-butylphenol)",88-24-4,1
"1,2-Benzenedicarbonyl dichloride",88-95-9,0.720354158376443
TA 1801,88352-44-7,0.0592164290698834
Nortriptyline hydrochloride,894-71-3,0.0389034468857085
N-Methylperfluoroheptanamide,89932-74-1,0.594618656642596
Benzenesulfonyl chloride,9/9/1998,0.000202265372168285
2-Anisidine,90-04-0,0.0132323232323232
"Naphthalene, 1-iodo-",90-14-2,0.606423299421504
2-Phenylphenol,90-43-7,0.913551868878673
"6,6'-Di-tert-butyl-2,2'-thiodi-p-cresol",90-66-4,0.854249800478851
"1H,1H,8H,8H-Perfluorooctane-1,8-diol",90177-96-1,0.243949958982773
Bicalutamide,90357-06-5,0.368275042108392
Coumarin,91-64-5,0.011545472959287
Didemethylfenflumizole,91401-22-8,0.223748382601772
"1H,1H,1H,2H-Perfluoro-2-heptanol",914637-05-1,0.527868527868528
Perfluoropinacol,918-21-8,0.556207035988678
Phenothiazine,92-84-2,0.00248632521133764
Methacryloyl chloride,920-46-7,0.000396667988893296
2H-Perfluoro-2-propanol,920-66-1,0.0012002400480096
2-Methylenebutanal,922-63-4,0.00108835460571881
(Z)-3-Hexen-1-ol,928-96-1,0.00203458799593082
"1,5-Pentanedithiol",928-98-3,0.0636707851733759
3-Methylfuran,930-27-8,0.00209874075554667
"1,1'-(1,2-Dichloroethene-1,2-diyl)bis(4-chlorobenzene)",93040-25-6,0.448911222780569
"Benzenecarboperoxoic acid, 3-chloro-",937-14-4,0.00119581464872945
SP-203,945933-41-5,0.00198826921165126
"1,2,3-Benzotriazole",95-14-7,0.761215189873418
o-Cresol,95-48-7,0.000100512614333099
2-Methylaniline,95-53-4,0.267849857201142
"2,3-Dihydro-1-benzofuran-7-sulfonyl chloride",953408-82-7,0.00030373595221221
Methyl chloroacetate,96-34-4,0.000303551553172114
Dimethyl hydrogen phosphite,96-36-6,0.000100120144173008
1-Methylpyrrole,96-54-8,0.000608272506082725
Iopanoic acid,96-83-3,0.000693756194251734
"1,5-Dibromo-3-(2,4-dibromophenoxy)-2-methoxybenzene",96920-28-4,0.439835275210928
Triethylborane,97-94-9,0.00655638491022796
3-(Trifluoromethyl)aniline,98-16-8,0.000198846689202625
p-Toluenesulfonyl chloride,98-59-9,0.129663608562691
Acetophenone,98-86-2,0.837050431987141
Cyclohexanecarboxylic acid,98-89-5,0.000593413114429829
Niacinamide,98-92-0,0.405586034912718
3-Dimethylaminophenol,99-07-0,0.00160690971176057
"Benzoic acid, 3,4,5-trihydroxy-, methyl ester",99-24-1,0.000399002493765586
"Butane, 1-(1-methylpropoxy)-",999-65-5,0.000101040719409922
