Compound,CAS,log_Benchmark_concentration,Activity_level,Concentrations,Responses,Endpoint,Reference,Is_viability
Didodecyldimethylammonium bromide,3282-73-3,1.427437419,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-6.675,-2.063,10.216,-5.323,3.115,7.824,-0.63,4.842,-2.146,2.95,9.634,1.208,3.015,3.401,-1.289,0.513,0.659,-1.847,-1.94,-2.108,-2.552,1.918,5.704,-3.712,4.917,-5.305,-3.505,-4.753,-0.821,-7.275,-3.883,-1.525,0.901,-5.715,3.209,9.744,5.448,22.127,10.018,54",TOX21_PGC_ERR_viability,U.S. EPA ToxCast M4ID: 34979703,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.305995883,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.05,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-3.312,-0.0933,-10.05,-2.791,-1.854,4.049,-0.129,-1.283,15.247,-8.338,9.295,-16.828,10.825,15.402,20.226,-7.698,0,1.341,0.0449,-4.094,-6.944,5.032,0.139,16.725,2.556,1.157,-7.496,-12.16,-5.894,-11.988,0.161,13.631,8.303,40.558,5.392,35.625,34.825,47.582,5",TOX21_PPARd_BLA_antagonist_viability,U.S. EPA ToxCast M4ID: 18980717,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.621103547,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.05,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-16.599,0.216,-24.921,-0.995,-18.829,19.982,-0.854,-7.127,0,21.692,-34.652,13.8,-29.149,-24.223,2.898,-1.614,-3.803,-13.208,-31.846,3.325,15.232,-1.154,29.756,-12.458,-39.98,-17.535,35.931,22.789,-28.729,-17.011,17.108,-16.886,13.815,-0.054,43.957,-26.904",TOX21_PPARg_BLA_antagonist_viability,U.S. EPA ToxCast M4ID: 19009281,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.558792542,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-1.689,5.094,4.514,16.033,-3.345,4.754,-7.61,-3.519,-0.155,1.115,0.539,7.001,2.759,0.543,15.997,-1.81,1.134,14.879,-8.639,-3.227,-0.541,9.2,-7.763,3.462,0.511,-7.68,3.314,15.359,-2.729,13.607,16.392,4.352,1.493,21.353,27.47,24.158,19.173,47.507,42.828,102",TOX21_PR_BLA_Agonist_viability,U.S. EPA ToxCast M4ID: 35359777,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.725789164,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-0.087,-8.074,9.066,-3.785,4.471,-8.033,0.951,-1.584,7.495,1.538,-12.68,4.179,0.176,7.935,-1.145,9.463,5.722,-9.673,2.972,4.517,-10.095,5.003,-8.163,12.81,-8.657,1.246,8.027,-2.452,-4.563,-0.314,5.797,-6.795,5.613,9.273,10.651,12.971,7.966,10.752,15.787,6",TOX21_PR_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 35398454,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.481356621,50,"0.001,0.001,0.003,0.003,0.006,0.006,0.01,0.01,0.03,0.03,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-1.715,-2.945,2.033,2.173,-1.048,-0.551,2.147,-0.107,-2.398,-3.318,-2.1,-2.329,2.455,-0.511,-4.805,-2.005,-6.498,-0.683,-0.965,0.371,-5.252,-7.284,-2.955,-2.705,-15.25,-2.819,-3.315,-8.374,-3.265,-1.786,15.151,-10.303,-0.395,92.421,84.276,99.143,101.468,1",TOX21_PXR_viability,U.S. EPA ToxCast M4ID: 35453519,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.127881943,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","1.009,-2.602,-0.734,-0.544,0.783,-2.474,1.098,0.0581,-0.941,-0.0301,-0.89,-0.00445,-2.093,-0.811,-1.324,-1.415,-0.00278,-0.868,0.168,-0.361,8.717,5.966,1.235,7.199,1.566,3.766,5.87,6.174,7.2,0.386,0.969,3.935,8.528,7.6,4.73,11.538,24.546,86.4,14.741,100.082,98.259,97.575,97.694,97.087,100.006",TOX21_RAR_LUC_Agonist_viability,U.S. EPA ToxCast M4ID: 19402308,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.577824861,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","1.334,0.0135,-3.948,0.027,0.941,4.531,-5.255,1.037,-2.158,-2.932,1.53,1.551,0.774,-0.729,-0.727,0.6,-1.494,2.923,-0.218,3.098,3.384,0.227,1.269,3.598,3.119,5.229,4.916,2.692,3.826,1.559,3.853,1.814,0.291,4.352,2.111,7.277,2.129,0.258,4.823,47.224,54.913,59.446,93.354,93.49,97.009",TOX21_RAR_LUC_Antagonist_viability,U.S. EPA ToxCast M4ID: 34624891,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.451863159,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-0.45,1.616,-0.195,-7.825,2.602,4.219,4.572,-2.035,8.483,-0.199,-0.306,0.973,-1.951,1.807,15.071,-7.862,3.424,12.925,1.938,1.753,0.0476,3.031,2.778,5.388,0.742,1.742,2.829,6.856,4.45,5.329,1.799,1.158,2.69,4.927,1.372,14.704,9.062,11.202,11.748,68.687,74.",TOX21_RORg_LUC_CHO_Antagonist_viability,U.S. EPA ToxCast M4ID: 34528198,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.33907363,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","-1.041,3.2,-0.45,3.511,5.028,4.628,7.612,11.163,2.083,3.711,10.537,18.776,35.343,75.001,79.868",TOX21_RT_HEK293_GLO_08hr_viability,U.S. EPA ToxCast M4ID: 35050347,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.184208613,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","0.683,3.082,0.797,0.028,3.004,3.314,7.239,8.4,11.51,11.891,20.513,37.281,49.606,83.064,78.497",TOX21_RT_HEK293_GLO_16hr_viability,U.S. EPA ToxCast M4ID: 35060017,TRUE
Didodecyldimethylammonium bromide,3282-73-3,0.930184652,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","0.731,7.875,-1.562,0.249,2.1,0.737,9.125,12.965,15.067,21.744,32.785,49.241,59.008,84.519,81.967",TOX21_RT_HEK293_GLO_24hr_viability,U.S. EPA ToxCast M4ID: 35069687,TRUE
Didodecyldimethylammonium bromide,3282-73-3,0.787176992,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","3.465,5.686,1.024,2.553,4.162,4.394,10.656,12.797,16.479,24.999,37.011,56.45,64.61,83.406,81.137",TOX21_RT_HEK293_GLO_32hr_viability,U.S. EPA ToxCast M4ID: 35079357,TRUE
Didodecyldimethylammonium bromide,3282-73-3,0.564547712,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","2.006,5.952,0.0914,4.434,0.0774,2.269,9.499,14.178,17.974,27.917,39.907,59.741,65.988,83.051,81.751",TOX21_RT_HEK293_GLO_40hr_viability,U.S. EPA ToxCast M4ID: 35089027,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.47839332,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","1.176,-0.213,4.976,0.872,-1.226,1.504,4.272,3.081,2.426,2.968,-0.716,1.671,0.12,14.764,29.58",TOX21_RT_HEPG2_GLO_00hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35163434,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.27353368,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","0.726,0.54,-0.0318,-2.931,0.0721,0.163,-0.105,-0.335,5.403,4.384,10.243,19.387,55.856,93.268,92.315",TOX21_RT_HEPG2_GLO_08hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35173104,TRUE
Didodecyldimethylammonium bromide,3282-73-3,0.963362766,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","-1.251,0.165,-2.299,-3.39,-1.252,0.21,0.716,2.047,5.723,3.361,12.425,24.948,89.341,94.051,93.193",TOX21_RT_HEPG2_GLO_16hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35182774,TRUE
Didodecyldimethylammonium bromide,3282-73-3,0.902383684,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","-2.336,3.131,-2.586,-2.89,-0.493,0.473,0.232,3.016,6.184,4.853,13.404,33.157,96.301,95.662,95.078",TOX21_RT_HEPG2_GLO_24hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35443850,TRUE
Didodecyldimethylammonium bromide,3282-73-3,0.880699289,50,"0.001,0.002,0.005,0.01,0.02,0.05,0.1,0.3,0.6,1,3,7,20,30,80","-1.499,5.941,-1.609,1.066,-2.163,-0.213,0.381,1.097,2.147,1.581,12.769,40.801,98.339,98.358,97.843",TOX21_RT_HEPG2_GLO_32hr_ctrl_viability,U.S. EPA ToxCast M4ID: 35192444,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.581676646,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.05,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","5.524,0.42,1.996,-0.532,4.041,2.814,-4.674,-0.399,8.06,8.21,-3.024,4.804,5.121,-3.241,-11.187,-6.98,4.441,1.039,8.221,-0.0617,1.231,5.274,-7.247,0.215,1.364,-4.41,13.022,-4.642,7.122,3.053,4.335,4.165,1.921,1.106,6.98,17.336,17.389,26.257,17.517,41.962,37.887,52.925,91.739,79.96,76.565",TOX21_SBE_BLA_Agonist_viability,U.S. EPA ToxCast M4ID: 35598552,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.514494625,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.05,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-3.162,-0.582,5.293,-0.727,0.384,-0.739,-8.828,1.533,0.0335,1.777,-4.095,3.65,-0.106,-10.868,-4.006,-4.161,-1.246,-3.445,-1.464,-8.479,0.809,0.34,-1.257,-5.485,5.613,-5.013,-4.692,12.95,3.22,1.699,10.611,0.749,23.459,21.545,13.024,10.587,13.7,21.311,13.79",TOX21_SBE_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 35559876,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.398200507,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","5.471,1.159,-0.221,3.413,-0.369,3.075,1.543,-2.963,0.574,5.551,3.806,3.45,4.086,2.872,0.983,-2.107,-0.27,-4.225,-0.949,-1.201,-1.905,-10.609,0.885,-20.836,-12.081,4.005,-4.539,-1.661,-19.541,-1.376,-22.459,-10.854,1.685,-18.662,-17.934,-16.153,54.791,-4.276,14.713,91.926,81.835,88.39,88.451,82.997,89.618",TOX21_SSH_3T3_GLI3_Agonist_viability,U.S. EPA ToxCast M4ID: 35214737,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.46502575,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","2.586,0.924,0.83,-5.71,-1.808,-0.84,-0.947,-0.944,3.085,1.343,-2.418,4.393,0.209,3.559,-0.878,3.442,-14.763,4.395,-7.384,0.416,0.223,-23.125,-3.77,1.31,-2.782,-4.339,0.403,-10.365,-0.339,-3.552,-18.713,-15.616,-18.813,-6.696,6.683,-3.103,-1.887,57.642,-17.668,91.663,96.632,73.278,88.402,92.745,91.914",TOX21_SSH_3T3_GLI3_Antagonist_viability,U.S. EPA ToxCast M4ID: 35234076,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.087816898,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","5.95,5.38,-0.317,-0.292,15.802,17.403,-14.637,15.287,11.878,0,5.762,-4.134,0.933,1.552,4.027,-0.38,-11.407,0.876,0.028,6.257,-3.613,1.507,0.0709,6.897,1.655,5.996,8.583,1.43,3.525,3.208,0,9.711,17.354,3.496,19.07,91.35,89.46,96.385,97.8,94.773,95.642,97.941,99.036",TOX21_TR_LUC_GH3_Antagonist_viability,U.S. EPA ToxCast M4ID: 18703933,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.330778914,50,"0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.02,0.02,0.02,0.05,0.05,0.05,0.1,0.1,0.1,0.3,0.3,0.3,0.6,0.6,0.6,1,1,1,3,3,3,7,7,7,20,20,20,30,30,30,80,80,80","-1.973,30.99,-3.555,4.703,-5.481,0,4.53,-0.129,6.123,7.648,-4.714,-0.879,1.859,19.75,-1.924,-1.274,-10.771,4.822,2.551,3.039,0.219,-2.353,-0.177,-12.412,-6.24,5.286,-9.244,-2.861,12.265,0.504,4.689,6.468,-0.345,36.178,11.292,33.457,5.458,39.92,39.667,57.8",TOX21_VDR_BLA_antagonist_viability,U.S. EPA ToxCast M4ID: 19087865,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.645500868,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-1.233,-10.877,8.185,2.447,11.428,12.222,-13.566,3.782,-20.03,9.12,8.346,-21.689,-4.938,0.278,3.916,-11.018,-7.671,12.724,4.506,-8.445,15.033,1.153,0.467,-5.254,8.584,9.889,1.024,10.385,3.091,-3.081,9.362,-0.792,0.337,10.325,6.799,8.893,20.371,-3.832,-7.1",TOX21_p53_BLA_p1_viability,U.S. EPA ToxCast M4ID: 18841427,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.375864714,50,"0.001,0.003,0.006,0.01,0.03,0.07,0.1,0.3,0.7,2,4,8,20,40,90","6.439,3.323,3.694,8.368,5.626,-0.487,5.984,-6.58,-5.765,5.095,-0.505,13.652,29.627,86.647,93.827",TOX21_p53_BLA_p2_viability,U.S. EPA ToxCast M4ID: 19175623,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.672845679,50,"0.001,0.003,0.006,0.01,0.03,0.07,0.1,0.3,0.7,2,4,8,20,40,90","-1.132,3.126,-1.467,-0.177,-4.72,-6.857,0.0235,-1.596,5.205,-3.45,-4.247,6.466,14.28,43.055,91.741",TOX21_p53_BLA_p3_viability,U.S. EPA ToxCast M4ID: 19220756,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.674530474,50,"0.001,0.003,0.006,0.01,0.03,0.07,0.1,0.3,0.7,2,4,8,20,40,90","-4.781,0.445,3.205,9.557,5.39,-1.616,10.027,5.475,-3.961,8.226,-4.145,3.707,12.825,44.746,94.627",TOX21_p53_BLA_p4_viability,U.S. EPA ToxCast M4ID: 19259099,TRUE
Didodecyldimethylammonium bromide,3282-73-3,1.569584567,50,"0.001,0.003,0.006,0.01,0.03,0.07,0.1,0.3,0.7,2,4,8,20,40,90","-7.1,-15.29,10.286,-10.427,-4.952,-7.815,-1.537,-3.679,8.19,-10.526,2.315,6.884,10.233,54.943,92.531",TOX21_p53_BLA_p5_viability,U.S. EPA ToxCast M4ID: 19307676,TRUE
Dioctyldimethylammonium chloride,5538-94-3,1.253919261,50,"0.0005,0.0005,0.0005,0.001,0.001,0.001,0.002,0.002,0.002,0.005,0.005,0.005,0.01,0.01,0.01,0.03,0.03,0.03,0.06,0.06,0.06,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,3,3,3,8,8,8,20,20,20,40,40,40","-7.025,-1.889,6.567,-0.781,-0.838,-8.521,-8.429,6.917,-0.261,-6.46,1.472,-2.475,-0.409,-2.541,0.576,6.911,-10.153,-7.02,-3.677,19.327,4.561,-1.185,0.587,-7.482,-7.69,-2.764,-4.881,-6.757,21.632,-8.837,-0.463,6.204,-5.486,-0.15,0.0987,3.391,10.618,13.054,2",TOX21_AR_BLA_Antagonist_viability,U.S. EPA ToxCast M4ID: 18196652,TRUE
Dioctyldimethylammonium chloride,5538-94-3,1.335858911,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,2,4,2,2,9,4,4,9,9,20,20,50,20,50,50","-0.534,-6.988,-5.852,-1.341,-1.602,-8.136,-1.059,-14.557,-2.562,-2.41,-17.183,3.272,0.481,-13.322,-3.809,-0.421,-16.428,-0.699,-16.097,-2.813,0.646,0.362,-14.249,-5.092,-0.312,-13.759,1.734,1.802,1.859,-2.254,-1.74,-20.415,-4.291,-2.818,-18.418,-1.766,-6.",TOX21_AR_LUC_MDAKB2_Antagonist_10nM_R1881_viability,U.S. EPA ToxCast M4ID: 18249283,TRUE
Dioctyldimethylammonium chloride,5538-94-3,1.642840285,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-9.595,-3.537,4.13,-2.322,-13.217,2.853,4.627,0.726,5.935,3.521,-0.787,-14.462,-8.666,-1.157,-8.015,-4.013,-5.123,-11.781,-0.332,-2.102,-14.767,-4.792,-1.513,-0.2,-3.92,-12.701,-3.384,-2.018,11.857,2.824,-5.955,-10.971,-10.298,-2.179,-12.002,1.53,-3.51,-7",TOX21_AhR_LUC_Agonist_viability,U.S. EPA ToxCast M4ID: 18730990,TRUE
Dioctyldimethylammonium chloride,5538-94-3,1.297672987,50,"0.0006,0.0006,0.0006,0.001,0.001,0.001,0.003,0.003,0.003,0.007,0.007,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.2,0.2,0.2,0.4,0.4,0.4,0.8,0.8,0.8,2,2,2,4,4,4,9,9,9,20,20,20,50,50,50","-6.521,5.303,-2.711,-9.302,-0.872,3.723,-6.799,6.416,-6.908,-4.564,-1.214,-6.085,-6.949,2.285,-3.545,-8.614,1.811,-1.447,-10.97,-5.73,-4.446,-14.227,-2.864,5.71,-3.364,1.491,-0.61,-10.672,2.244,-9.625,-2.12,17.562,-3.42,-1.351,-5.781,4.815,-11.864,4.19,18",TOX21_Aromatase_Inhibition_viability,U.S. EPA ToxCast M4ID: 30040830,TRUE
Rotenone,83-79-4,1.259617767,50,"0.4,0.4,0.8,0.8,2,2,3,3,6,6,10,10,20,20,50,50,100,100,200,200","0.458,0.447,0.51,0.48,0.564,0.602,0.668,0.64,0.754,0.773,1.053,1.082,1.644,1.619,2.199,2.208,2.358,2.502,2.309,2.56",APR_HepG2_CellLoss_24h_dn,U.S. EPA ToxCast M4ID: 30166716,TRUE
Rotenone,83-79-4,1.085361944,50,"0.4,0.4,0.8,0.8,2,2,3,3,6,6,10,10,20,20,50,50,100,100,200,200","1.286,1.082,1.353,1.193,1.484,1.405,1.661,1.582,1.764,1.912,2.258,2.11,2.858,2.73,3.618,3.419,4.068,3.836,4.213,3.995",APR_HepG2_CellLoss_72h_dn,U.S. EPA ToxCast M4ID: 30188560,TRUE
Rotenone,83-79-4,0.679064318,50,"0.4,0.8,2,3,6,10,20,50,100,200","0.481,0.487,0.573,0.853,1.151,1.454,1.742,1.956,2.03,2.041",APR_HepG2_MicrotubuleCSK_1h_dn,U.S. EPA ToxCast M4ID: 6671822,TRUE
Rotenone,83-79-4,0,50,"1,4,10,40","0.489,0.511,0.639,0.75",BSK_3C_Proliferation_down,U.S. EPA ToxCast M4ID: 7400790,TRUE
Rotenone,83-79-4,0,50,"1,4,10,40","0.095,0.118,0.178,0.398",BSK_3C_SRB_down,U.S. EPA ToxCast M4ID: 7403870,TRUE
Rotenone,83-79-4,0,50,"1,4,10,40","0.602,0.602,0.602,0.602",BSK_3C_Vis_down,U.S. EPA ToxCast M4ID: 7419270,TRUE
Rotenone,83-79-4,0,50,"1,4,10,40","0.124,0.162,0.186,0.261",BSK_4H_SRB_down,U.S. EPA ToxCast M4ID: 7431590,TRUE
Rotenone,83-79-4,0,50,"1,4,10,40","0.152,0.154,0.19,0.304",BSK_CASM3C_Proliferation_down,U.S. EPA ToxCast M4ID: 7499350,TRUE
Rotenone,83-79-4,0,50,"1,4,10,40","0.08,0.096,0.126,0.309",BSK_LPS_SRB_down,U.S. EPA ToxCast M4ID: 7607150,TRUE
Rotenone,83-79-4,0,50,"1,4,10,40","0.331,0.389,0.525,0.886",BSK_SAg_Proliferation_down,U.S. EPA ToxCast M4ID: 7644110,TRUE
Rotenone,83-79-4,0,50,"1,4,10,40","0.091,0.11,0.139,0.248",BSK_SAg_SRB_down,U.S. EPA ToxCast M4ID: 7647190,TRUE
Rotenone,83-79-4,0,50,"1,4,10,40","0.382,0.419,0.454,0.531",BSK_hDFCGF_Proliferation_down,U.S. EPA ToxCast M4ID: 7545550,TRUE
Rotenone,83-79-4,0.443888547,50,"0.007,0.007,0.007,0.03,0.03,0.03,0.1,0.1,0.1,0.4,0.4,0.4,2,2,2,7,7,7,30,30,30,100,100,100","-0.0102,-3.92,-2.695,-2.102,0.00688,-2.985,18.584,0.0331,9.777,0.034,2.791,12.658,0.699,9.07,21.782,2.281,12.965,24.169,34.325,4.001,21.183,28.903,0.214,19.918",NCCT_HEK293T_CellTiterGLO,U.S. EPA ToxCast M4ID: 9149758,TRUE
Rotenone,83-79-4,-1.510041521,50,"0.03,0.03,0.03,0.03,0.1,0.1,0.1,0.1,0.3,0.3,0.3,0.3,1,1,1,1,3,3,3,3,10,10,10,10,30,30,30,30,100,100,100,100","8.898,19.048,9.613,9.424,26.789,30.244,24.834,23.91,35.505,21.125,27.375,21.178,21.002,11.757,21.875,18.48,20.33,22.609,22.957,22.11,25.529,20.636,35.96,20.112,21.789,24.234,28.592,25.813,23.427,23.82,28.171,27.105",NCCT_HTTr_Viability_DMEM_24hr,U.S. EPA ToxCast M4ID: 29927554,TRUE
Rotenone,83-79-4,-1.528708289,50,"0.03,0.03,0.03,0.1,0.1,0.1,0.3,0.3,0.3,1,1,1,3,3,3,10,10,10,30,30,30,100,100,100","16.73,8.145,10.352,22.397,20.651,20.435,22.877,14.286,20.263,20.021,24.681,15.578,14.727,17.778,21.944,22.312,19.936,21.684,23.451,16.547,24.471,31.601,21.053,25.911",NCCT_HTTr_Viability_PRF_DMEM_24hr,U.S. EPA ToxCast M4ID: 29927644,TRUE
Rotenone,83-79-4,1.083645928,50,"0.1,0.1,0.1,0.3,0.3,0.3,1,1,1,3,3,3,10,10,10,30,30,30,100,100,100","1.173,4.476,1.111,15.54,2.82,4.182,-0.879,8.642,-1.818,9.556,-3.031,-2.201,19.042,5.848,19.455,20.966,24.253,31.507,26.468,32.438,40.025",NCCT_MITO_viability,U.S. EPA ToxCast M4ID: 29826905,TRUE
Rotenone,83-79-4,-0.663540266,50,"0.001,0.001,0.001,0.01,0.01,0.01,0.1,0.1,0.1,1,1,1,10,10,10,100,100,100","17.907,16.217,-3.732,10.35,20.245,15.905,26.098,22.584,17.083,30.986,26.841,17.899,31.726,31.595,24.483,39.925,39.491,38.213",NIS_HEK293T_CTG_Cytotoxicity,U.S. EPA ToxCast M4ID: 23191554,TRUE
Rotenone,83-79-4,-0.299296283,50,"0.0003,0.0003,0.0003,0.001,0.001,0.001,0.003,0.003,0.003,0.01,0.01,0.01,0.03,0.03,0.03,0.1,0.1,0.1,0.3,0.3,0.3,1,1,1","0.119,0.0662,0.0772,0.0761,0.0723,0.0642,0.118,0.135,0.135,0.141,0.0961,0.163,0.29,0.251,0.31,0.659,0.749,0.684,2.798,3.097,3.013,9.684,9.255,9.255",STM_H9_Viability_norm,U.S. EPA ToxCast M4ID: 36374319,TRUE
Rotenone,83-79-4,0.666517981,50,"0.001,0.001,0.001,0.003,0.003,0.003,0.006,0.006,0.006,0.01,0.01,0.01,0.03,0.03,0.03,0.07,0.07,0.07,0.1,0.1,0.1,0.3,0.3,0.3,0.7,0.7,0.7,2,2,2,4,4,4,8,8,8,20,20,20,40,40,40,90,90,90","-3.565,-3.224,9.1,2.358,5.498,-1.093,0.555,1.174,-0.775,-2.518,-0.0375,0.31,0.421,-2.337,7.507,-4.662,9.014,-1.422,10.735,1.72,0.337,7.99,-0.446,5.876,7.776,16.61,14.361,26.173,24.084,17.754,48.403,42.174,33.846,51.541,33.189,57.675,73.03,39.879,67.016,73",TOX21_ARE_BLA_agonist_viability,U.S. EPA ToxCast M4ID: 18766885,TRUE
